epoch	batch	iter	loss	acc	lr
1	46	46	2.848151206970215	0.125	0.0
1	47	47	3.1220107078552246	0.0	0.0
1	48	48	2.815495491027832	0.125	0.0
1	49	49	2.6843204498291016	0.0	0.0
1	50	50	2.7896039485931396	0.125	0.0
1	51	51	2.7036397457122803	0.0	0.0
1	52	52	2.8545494079589844	0.125	0.0
1	53	53	3.1374011039733887	0.0	0.0
1	54	54	2.808750867843628	0.25	0.0
1	55	55	2.8018887042999268	0.125	0.0
1	56	56	2.9503965377807617	0.125	0.0
1	57	57	3.0693764686584473	0.0	0.0
1	58	58	2.689056158065796	0.0	0.0
1	59	59	2.3980846405029297	0.25	0.0
1	60	60	2.695472240447998	0.25	0.0
1	61	61	2.8296737670898438	0.125	0.0
1	62	62	2.7131075859069824	0.125	0.0
1	63	63	2.6478118896484375	0.25	0.0
1	64	64	2.8917479515075684	0.125	0.0
1	65	65	3.023536205291748	0.0	0.0
1	66	66	2.5634138584136963	0.125	0.0
1	67	67	3.0743401050567627	0.0	0.0
1	68	68	2.2747786045074463	0.125	0.0
1	69	69	3.143310070037842	0.0	0.0
1	70	70	2.8263702392578125	0.125	0.0
1	71	71	2.820324659347534	0.125	0.0
1	72	72	3.026555061340332	0.0	0.0
1	73	73	2.8246240615844727	0.125	0.0
1	74	74	3.0053203105926514	0.0	0.0
1	75	75	3.1104671955108643	0.0	0.0
1	76	76	2.529637336730957	0.25	0.0
1	77	77	2.683760166168213	0.125	0.0
1	78	78	2.6966898441314697	0.25	0.0
1	79	79	3.024357557296753	0.0	0.0
1	80	80	3.1160483360290527	0.0	0.0
1	81	81	3.0270345211029053	0.0	0.0
1	82	82	2.336557626724243	0.25	0.0
1	83	83	2.5630569458007812	0.125	0.0
1	84	84	2.7932653427124023	0.0	0.0
1	85	85	2.6097989082336426	0.125	0.0
1	86	86	2.576993465423584	0.25	0.0
1	87	87	2.4806652069091797	0.25	0.0
1	88	88	2.771481990814209	0.125	0.0
1	89	89	3.0708088874816895	0.0	0.0
1	90	90	2.81307315826416	0.125	0.0
1	91	91	2.7553858757019043	0.125	0.0
1	92	92	3.034606695175171	0.0	0.0
1	93	93	2.5225696563720703	0.0	0.0
1	94	94	3.0896942615509033	0.25	0.0
1	95	95	2.2110414505004883	0.0	0.0
1	96	96	2.8575546741485596	0.125	0.0
1	97	97	2.950593948364258	0.0	0.0
1	98	98	2.798497438430786	0.0	0.0
1	99	99	2.3628733158111572	0.375	0.0
1	100	100	3.154808282852173	0.0	0.0
1	101	101	2.82576584815979	0.125	0.0
1	102	102	2.956955909729004	0.0	0.0
1	103	103	2.624722480773926	0.125	0.0
1	104	104	2.965890884399414	0.0	0.0
1	105	105	2.6099538803100586	0.125	0.0
1	106	106	2.2624456882476807	0.0	0.0
1	107	107	2.688063859939575	0.0	0.0
1	108	108	3.117504119873047	0.0	0.0
1	109	109	2.423058032989502	0.375	0.0
1	110	110	2.9479050636291504	0.125	0.0
1	111	111	2.615372657775879	0.125	0.0
1	112	112	2.7462854385375977	0.125	0.0
1	113	113	3.0388898849487305	0.0	0.0
1	114	114	2.6041789054870605	0.125	0.0
1	115	115	2.760709285736084	0.125	0.0
1	116	116	3.119020700454712	0.0	0.0
1	117	117	3.168242931365967	0.0	0.0
1	118	118	2.7182040214538574	0.25	0.0
1	119	119	2.711141586303711	0.0	0.0
1	120	120	2.929931640625	0.0	0.0
1	121	121	3.084606647491455	0.0	0.0
1	122	122	3.105753183364868	0.0	0.0
1	123	123	2.84328293800354	0.125	0.0
1	124	124	2.5740013122558594	0.0	0.0
1	125	125	2.5694665908813477	0.125	0.0
1	126	126	3.008787155151367	0.0	0.0
1	127	127	3.0791773796081543	0.0	0.0
1	128	128	2.708651542663574	0.125	0.0
1	129	129	2.3202810287475586	0.375	0.0
1	130	130	2.87862491607666	0.0	0.0
1	131	131	2.7174229621887207	0.125	0.0
1	132	132	2.841348886489868	0.125	0.0
1	133	133	2.6900956630706787	0.0	0.0
1	134	134	2.663422107696533	0.25	0.0
1	135	135	3.064432144165039	0.0	0.0
1	136	136	3.0347740650177	0.0	0.0
1	137	137	2.750673294067383	0.0	0.0
1	138	138	3.0416693687438965	0.0	0.0
1	139	139	3.013200283050537	0.0	0.0
1	140	140	2.7417731285095215	0.125	0.0
1	141	141	2.766479015350342	0.125	0.0
1	142	142	2.6090898513793945	0.25	0.0
1	143	143	2.877953290939331	0.125	0.0
1	144	144	3.1488962173461914	0.0	0.0
1	145	145	2.6696877479553223	0.0	0.0
2	1	146	2.873396873474121	0.0	0.0005
2	2	147	2.594015121459961	0.25	0.0005
2	3	148	2.906707525253296	0.375	0.0005
2	4	149	3.7581756114959717	0.0	0.0005
2	5	150	3.8572826385498047	0.0	0.0005
2	6	151	4.194519996643066	0.125	0.0005
2	7	152	4.611385345458984	0.375	0.0005
2	8	153	3.519129991531372	0.125	0.0005
2	9	154	5.272101402282715	0.125	0.0005
2	10	155	3.0883216857910156	0.125	0.0005
2	11	156	5.027603626251221	0.0	0.0005
2	12	157	6.02912712097168	0.0	0.0005
2	13	158	4.714167594909668	0.0	0.0005
2	14	159	5.761330604553223	0.0	0.0005
2	15	160	4.101761817932129	0.0	0.0005
2	16	161	3.774592161178589	0.375	0.0005
2	17	162	3.793571949005127	0.375	0.0005
2	18	163	4.0561747550964355	0.125	0.0005
2	19	164	5.009570121765137	0.0	0.0005
2	20	165	4.528604984283447	0.0	0.0005
2	21	166	3.3677420616149902	0.125	0.0005
2	22	167	3.7693026065826416	0.0	0.0005
2	23	168	4.268134117126465	0.0	0.0005
2	24	169	3.926480293273926	0.0	0.0005
2	25	170	3.5007097721099854	0.25	0.0005
2	26	171	5.140681743621826	0.125	0.0005
2	27	172	3.319807767868042	0.5	0.0005
2	28	173	2.8839786052703857	0.125	0.0005
2	29	174	2.521475315093994	0.375	0.0005
2	30	175	2.9103140830993652	0.125	0.0005
2	31	176	3.6106112003326416	0.125	0.0005
2	32	177	2.738572597503662	0.25	0.0005
2	33	178	2.8672444820404053	0.125	0.0005
2	34	179	2.9161930084228516	0.0	0.0005
2	35	180	2.6324691772460938	0.375	0.0005
2	36	181	3.2954089641571045	0.0	0.0005
2	37	182	3.238248348236084	0.0	0.0005
2	38	183	3.1803104877471924	0.0	0.0005
2	39	184	2.970953941345215	0.375	0.0005
2	40	185	2.811359405517578	0.25	0.0005
2	41	186	2.6185874938964844	0.0	0.0005
2	42	187	4.399051666259766	0.125	0.0005
2	43	188	3.4750895500183105	0.0	0.0005
2	44	189	2.7408628463745117	0.125	0.0005
2	45	190	2.8375415802001953	0.0	0.0005
2	46	191	3.0624959468841553	0.125	0.0005
2	47	192	2.8648931980133057	0.125	0.0005
2	48	193	3.0264735221862793	0.375	0.0005
2	49	194	2.080632448196411	0.375	0.0005
2	50	195	2.614725351333618	0.375	0.0005
2	51	196	2.8103904724121094	0.25	0.0005
2	52	197	3.1851751804351807	0.25	0.0005
2	53	198	3.225879192352295	0.0	0.0005
2	54	199	3.207996368408203	0.125	0.0005
2	55	200	2.524693012237549	0.125	0.0005
2	56	201	2.4919846057891846	0.125	0.0005
2	57	202	2.8679757118225098	0.125	0.0005
2	58	203	3.0798935890197754	0.125	0.0005
2	59	204	2.6855955123901367	0.125	0.0005
2	60	205	2.875631809234619	0.5	0.0005
2	61	206	2.495482921600342	0.5	0.0005
2	62	207	2.7412867546081543	0.625	0.0005
2	63	208	2.775850296020508	0.375	0.0005
2	64	209	4.104074954986572	0.125	0.0005
2	65	210	2.7812509536743164	0.375	0.0005
2	66	211	2.9574837684631348	0.25	0.0005
2	67	212	2.9783599376678467	0.125	0.0005
2	68	213	2.4399044513702393	0.5	0.0005
2	69	214	2.4597649574279785	0.625	0.0005
2	70	215	3.378739833831787	0.375	0.0005
2	71	216	2.518928289413452	0.25	0.0005
2	72	217	2.5323545932769775	0.125	0.0005
2	73	218	2.8636059761047363	0.5	0.0005
2	74	219	3.7821097373962402	0.125	0.0005
2	75	220	3.390864610671997	0.125	0.0005
2	76	221	2.9524283409118652	0.125	0.0005
2	77	222	2.715738296508789	0.5	0.0005
2	78	223	2.4099926948547363	0.5	0.0005
2	79	224	2.6025073528289795	0.5	0.0005
2	80	225	2.6477060317993164	0.375	0.0005
2	81	226	2.9903314113616943	0.25	0.0005
2	82	227	3.1143007278442383	0.125	0.0005
2	83	228	2.9888880252838135	0.125	0.0005
2	84	229	2.776841402053833	0.375	0.0005
2	85	230	2.674163579940796	0.0	0.0005
2	86	231	2.2843310832977295	0.125	0.0005
2	87	232	3.2114815711975098	0.0	0.0005
2	88	233	3.6814467906951904	0.0	0.0005
2	89	234	2.6955597400665283	0.125	0.0005
2	90	235	2.645742177963257	0.25	0.0005
2	91	236	2.0156965255737305	0.375	0.0005
2	92	237	2.4848036766052246	0.25	0.0005
2	93	238	2.5721583366394043	0.125	0.0005
2	94	239	3.899785280227661	0.0	0.0005
2	95	240	2.1157917976379395	0.0	0.0005
2	96	241	2.5249013900756836	0.0	0.0005
2	97	242	2.7988433837890625	0.0	0.0005
2	98	243	2.9607791900634766	0.125	0.0005
2	99	244	2.8294198513031006	0.125	0.0005
2	100	245	2.5382351875305176	0.625	0.0005
2	101	246	2.5352790355682373	0.375	0.0005
2	102	247	4.281414031982422	0.25	0.0005
2	103	248	2.6694905757904053	0.5	0.0005
2	104	249	4.428869724273682	0.0	0.0005
2	105	250	2.7510735988616943	0.125	0.0005
2	106	251	2.4852724075317383	0.25	0.0005
2	107	252	2.3981480598449707	0.625	0.0005
2	108	253	3.1745028495788574	0.125	0.0005
2	109	254	2.5717387199401855	0.25	0.0005
2	110	255	3.470524549484253	0.375	0.0005
2	111	256	2.9996962547302246	0.125	0.0005
2	112	257	2.445709466934204	0.0	0.0005
2	113	258	2.902878761291504	0.375	0.0005
2	114	259	2.461054801940918	0.125	0.0005
2	115	260	2.4962387084960938	0.25	0.0005
2	116	261	2.7536139488220215	0.25	0.0005
2	117	262	2.6493988037109375	0.25	0.0005
2	118	263	2.7019152641296387	0.375	0.0005
2	119	264	2.5341572761535645	0.5	0.0005
2	120	265	2.74874210357666	0.125	0.0005
2	121	266	2.3192014694213867	0.375	0.0005
2	122	267	2.8261091709136963	0.25	0.0005
2	123	268	2.424182415008545	0.625	0.0005
2	124	269	2.506298303604126	0.5	0.0005
2	125	270	2.9995152950286865	0.125	0.0005
2	126	271	2.438248872756958	0.375	0.0005
2	127	272	2.667569637298584	0.0	0.0005
2	128	273	2.9027531147003174	0.125	0.0005
2	129	274	2.9035120010375977	0.125	0.0005
2	130	275	3.0929291248321533	0.25	0.0005
2	131	276	2.703671455383301	0.25	0.0005
2	132	277	2.7710602283477783	0.25	0.0005
2	133	278	2.8473575115203857	0.125	0.0005
2	134	279	2.5371010303497314	0.125	0.0005
2	135	280	3.2114627361297607	0.5	0.0005
2	136	281	2.52537202835083	0.375	0.0005
2	137	282	2.60905385017395	0.25	0.0005
2	138	283	2.8861923217773438	0.125	0.0005
2	139	284	2.020963191986084	0.25	0.0005
2	140	285	2.6972780227661133	0.25	0.0005
2	141	286	2.958341121673584	0.375	0.0005
2	142	287	3.0502138137817383	0.25	0.0005
2	143	288	2.728602409362793	0.0	0.0005
2	144	289	2.4172322750091553	0.375	0.0005
2	145	290	2.8116400241851807	0.2857142857142857	0.0005
3	1	291	2.3833870887756348	0.5	0.001
3	2	292	4.11186408996582	0.125	0.001
3	3	293	3.328935146331787	0.25	0.001
3	4	294	2.613105058670044	0.5	0.001
3	5	295	2.5194692611694336	0.25	0.001
3	6	296	3.2143523693084717	0.25	0.001
3	7	297	4.884260177612305	0.125	0.001
3	8	298	4.4142069816589355	0.25	0.001
3	9	299	3.391193389892578	0.25	0.001
3	10	300	2.591433048248291	0.25	0.001
3	11	301	7.053248882293701	0.125	0.001
3	12	302	4.064286708831787	0.0	0.001
3	13	303	3.1063833236694336	0.125	0.001
3	14	304	3.503537654876709	0.125	0.001
3	15	305	3.3705027103424072	0.0	0.001
3	16	306	3.9288330078125	0.0	0.001
3	17	307	3.2012104988098145	0.0	0.001
3	18	308	3.4773638248443604	0.0	0.001
3	19	309	3.206209659576416	0.25	0.001
3	20	310	4.140440464019775	0.125	0.001
3	21	311	2.7941105365753174	0.375	0.001
3	22	312	3.232820987701416	0.25	0.001
3	23	313	4.660991668701172	0.0	0.001
3	24	314	3.192657947540283	0.0	0.001
3	25	315	2.7481956481933594	0.375	0.001
3	26	316	2.4803414344787598	0.75	0.001
3	27	317	2.956174850463867	0.125	0.001
3	28	318	3.8205015659332275	0.125	0.001
3	29	319	2.513335704803467	0.25	0.001
3	30	320	3.7574663162231445	0.0	0.001
3	31	321	3.0303797721862793	0.125	0.001
3	32	322	3.4891533851623535	0.0	0.001
3	33	323	2.052298069000244	0.25	0.001
3	34	324	1.834280252456665	0.25	0.001
3	35	325	3.34245228767395	0.0	0.001
3	36	326	3.8922739028930664	0.0	0.001
3	37	327	3.3467445373535156	0.0	0.001
3	38	328	2.33012318611145	0.125	0.001
3	39	329	2.729410171508789	0.375	0.001
3	40	330	3.010916233062744	0.25	0.001
3	41	331	2.539778470993042	0.375	0.001
3	42	332	2.713099479675293	0.375	0.001
3	43	333	3.4591245651245117	0.375	0.001
3	44	334	2.5549204349517822	0.0	0.001
3	45	335	2.4225780963897705	0.375	0.001
3	46	336	2.3640565872192383	0.5	0.001
3	47	337	2.9873313903808594	0.0	0.001
3	48	338	3.5487465858459473	0.125	0.001
3	49	339	2.63234281539917	0.125	0.001
3	50	340	2.9633936882019043	0.125	0.001
3	51	341	2.4472081661224365	0.5	0.001
3	52	342	2.9485926628112793	0.125	0.001
3	53	343	2.2965636253356934	0.875	0.001
3	54	344	3.2598793506622314	0.125	0.001
3	55	345	3.0424351692199707	0.375	0.001
3	56	346	2.490741014480591	0.625	0.001
3	57	347	2.746384859085083	0.75	0.001
3	58	348	2.7169928550720215	0.5	0.001
3	59	349	2.735163927078247	0.375	0.001
3	60	350	2.7792928218841553	0.25	0.001
3	61	351	2.7138125896453857	0.0	0.001
3	62	352	3.439443826675415	0.0	0.001
3	63	353	2.585660934448242	0.0	0.001
3	64	354	2.893488645553589	0.125	0.001
3	65	355	3.5689048767089844	0.0	0.001
3	66	356	3.1408944129943848	0.0	0.001
3	67	357	2.9409773349761963	0.0	0.001
3	68	358	3.2398862838745117	0.0	0.001
3	69	359	3.5340280532836914	0.0	0.001
3	70	360	2.689277172088623	0.125	0.001
3	71	361	2.7600462436676025	0.125	0.001
3	72	362	2.423330783843994	0.25	0.001
3	73	363	2.516857862472534	0.375	0.001
3	74	364	2.5690488815307617	0.375	0.001
3	75	365	2.749833583831787	0.375	0.001
3	76	366	3.0634236335754395	0.0	0.001
3	77	367	2.781381130218506	0.25	0.001
3	78	368	4.490673542022705	0.125	0.001
3	79	369	4.086818218231201	0.375	0.001
3	80	370	2.4150917530059814	0.625	0.001
3	81	371	3.134610891342163	0.25	0.001
3	82	372	2.891091823577881	0.375	0.001
3	83	373	2.9352569580078125	0.625	0.001
3	84	374	3.6325907707214355	0.25	0.001
3	85	375	3.235189437866211	0.125	0.001
3	86	376	2.5411980152130127	0.125	0.001
3	87	377	3.302863121032715	0.375	0.001
3	88	378	1.764227271080017	0.625	0.001
3	89	379	3.427860736846924	0.25	0.001
3	90	380	5.333069801330566	0.125	0.001
3	91	381	4.474371433258057	0.25	0.001
3	92	382	3.308089017868042	0.25	0.001
3	93	383	3.605919361114502	0.125	0.001
3	94	384	3.4547348022460938	0.0	0.001
3	95	385	4.765382289886475	0.125	0.001
3	96	386	4.662845134735107	0.125	0.001
3	97	387	3.2457845211029053	0.375	0.001
3	98	388	3.5613574981689453	0.0	0.001
3	99	389	3.2784502506256104	0.25	0.001
3	100	390	2.137206554412842	0.25	0.001
3	101	391	3.0449728965759277	0.0	0.001
3	102	392	3.0010106563568115	0.0	0.001
3	103	393	3.234438896179199	0.125	0.001
3	104	394	2.706193447113037	0.5	0.001
3	105	395	2.631422758102417	0.125	0.001
3	106	396	1.7800774574279785	0.25	0.001
3	107	397	3.3020129203796387	0.25	0.001
3	108	398	3.3219857215881348	0.0	0.001
3	109	399	2.7757434844970703	0.125	0.001
3	110	400	2.3040060997009277	0.375	0.001
3	111	401	2.2675747871398926	0.0	0.001
3	112	402	3.407778739929199	0.125	0.001
3	113	403	2.8938395977020264	0.0	0.001
3	114	404	2.1290175914764404	0.125	0.001
3	115	405	3.2307443618774414	0.0	0.001
3	116	406	2.9236392974853516	0.125	0.001
3	117	407	3.2992045879364014	0.25	0.001
3	118	408	2.940359592437744	0.375	0.001
3	119	409	2.5225913524627686	0.0	0.001
3	120	410	3.132607936859131	0.25	0.001
3	121	411	3.0357284545898438	0.125	0.001
3	122	412	2.997173309326172	0.25	0.001
3	123	413	2.6596240997314453	0.125	0.001
3	124	414	2.526437759399414	0.25	0.001
3	125	415	2.2186825275421143	0.25	0.001
3	126	416	2.425419569015503	0.125	0.001
3	127	417	3.037290096282959	0.125	0.001
3	128	418	3.0185916423797607	0.0	0.001
3	129	419	2.7908546924591064	0.25	0.001
3	130	420	2.8051772117614746	0.25	0.001
3	131	421	2.7827513217926025	0.25	0.001
3	132	422	3.636514663696289	0.375	0.001
3	133	423	3.2828140258789062	0.125	0.001
3	134	424	3.6549346446990967	0.0	0.001
3	135	425	2.6355648040771484	0.25	0.001
3	136	426	3.610933542251587	0.25	0.001
3	137	427	2.6618125438690186	0.0	0.001
3	138	428	2.8922834396362305	0.5	0.001
3	139	429	2.3857243061065674	0.375	0.001
3	140	430	3.434190273284912	0.375	0.001
3	141	431	2.699258327484131	0.25	0.001
3	142	432	2.2199959754943848	0.25	0.001
3	143	433	2.205672264099121	0.25	0.001
3	144	434	3.2283873558044434	0.25	0.001
3	145	435	3.59570574760437	0.14285714285714285	0.001
4	1	436	2.7998650074005127	0.375	0.0015
4	2	437	2.722583532333374	0.25	0.0015
4	3	438	2.775237798690796	0.5	0.0015
4	4	439	2.983815908432007	0.25	0.0015
4	5	440	3.548522472381592	0.125	0.0015
4	6	441	3.4721341133117676	0.125	0.0015
4	7	442	2.514613151550293	0.375	0.0015
4	8	443	2.337498664855957	0.625	0.0015
4	9	444	3.052800178527832	0.25	0.0015
4	10	445	2.5296061038970947	0.375	0.0015
4	11	446	2.696601629257202	0.25	0.0015
4	12	447	3.132378101348877	0.375	0.0015
4	13	448	2.804965019226074	0.25	0.0015
4	14	449	3.416062593460083	0.125	0.0015
4	15	450	2.331146478652954	0.625	0.0015
4	16	451	2.4231109619140625	0.375	0.0015
4	17	452	4.591418266296387	0.375	0.0015
4	18	453	2.6032142639160156	0.5	0.0015
4	19	454	2.634819984436035	0.125	0.0015
4	20	455	4.234527587890625	0.25	0.0015
4	21	456	3.2931647300720215	0.375	0.0015
4	22	457	2.938934803009033	0.125	0.0015
4	23	458	3.222367763519287	0.25	0.0015
4	24	459	2.8691275119781494	0.25	0.0015
4	25	460	2.377702236175537	0.25	0.0015
4	26	461	3.761735200881958	0.25	0.0015
4	27	462	2.4619576930999756	0.375	0.0015
4	28	463	2.454331398010254	0.125	0.0015
4	29	464	2.9120306968688965	0.25	0.0015
4	30	465	3.284881591796875	0.25	0.0015
4	31	466	3.2274646759033203	0.5	0.0015
4	32	467	3.5461676120758057	0.5	0.0015
4	33	468	2.365102767944336	0.5	0.0015
4	34	469	2.420832872390747	0.625	0.0015
4	35	470	3.5843729972839355	0.25	0.0015
4	36	471	3.078852653503418	0.375	0.0015
4	37	472	2.699357509613037	0.5	0.0015
4	38	473	4.377338886260986	0.375	0.0015
4	39	474	3.7608752250671387	0.375	0.0015
4	40	475	2.4474422931671143	0.375	0.0015
4	41	476	2.3394105434417725	0.125	0.0015
4	42	477	2.158883810043335	0.125	0.0015
4	43	478	3.1239519119262695	0.25	0.0015
4	44	479	3.5576632022857666	0.0	0.0015
4	45	480	3.71712064743042	0.25	0.0015
4	46	481	2.824535369873047	0.25	0.0015
4	47	482	2.250405788421631	0.25	0.0015
4	48	483	2.3067774772644043	0.0	0.0015
4	49	484	2.984628677368164	0.0	0.0015
4	50	485	3.441690683364868	0.125	0.0015
4	51	486	3.120213508605957	0.25	0.0015
4	52	487	1.9670512676239014	0.75	0.0015
4	53	488	2.711740255355835	0.25	0.0015
4	54	489	2.5022332668304443	0.375	0.0015
4	55	490	3.8527843952178955	0.375	0.0015
4	56	491	2.7310056686401367	0.375	0.0015
4	57	492	3.373124122619629	0.375	0.0015
4	58	493	3.1935553550720215	0.125	0.0015
4	59	494	3.7812929153442383	0.0	0.0015
4	60	495	2.5403451919555664	0.25	0.0015
4	61	496	3.1659085750579834	0.5	0.0015
4	62	497	3.4835429191589355	0.25	0.0015
4	63	498	3.2664875984191895	0.375	0.0015
4	64	499	2.904315710067749	0.25	0.0015
4	65	500	2.477670907974243	0.25	0.0015
4	66	501	2.5672781467437744	0.375	0.0015
4	67	502	2.556884765625	0.375	0.0015
4	68	503	3.416400909423828	0.25	0.0015
4	69	504	1.8741977214813232	0.625	0.0015
4	70	505	2.120213031768799	0.375	0.0015
4	71	506	2.7077817916870117	0.0	0.0015
4	72	507	2.467604637145996	0.25	0.0015
4	73	508	3.512232780456543	0.0	0.0015
4	74	509	2.195824146270752	0.375	0.0015
4	75	510	3.166173219680786	0.125	0.0015
4	76	511	2.8744723796844482	0.375	0.0015
4	77	512	2.6192550659179688	0.375	0.0015
4	78	513	2.5084946155548096	0.0	0.0015
4	79	514	2.432468891143799	0.25	0.0015
4	80	515	2.4078798294067383	0.25	0.0015
4	81	516	2.499809503555298	0.375	0.0015
4	82	517	2.3972902297973633	0.375	0.0015
4	83	518	2.603814125061035	0.375	0.0015
4	84	519	2.786489486694336	0.25	0.0015
4	85	520	2.2558140754699707	0.25	0.0015
4	86	521	2.795950412750244	0.125	0.0015
4	87	522	2.395559549331665	0.125	0.0015
4	88	523	1.8961477279663086	0.625	0.0015
4	89	524	2.658003807067871	0.25	0.0015
4	90	525	2.852222204208374	0.25	0.0015
4	91	526	2.710785150527954	0.375	0.0015
4	92	527	2.8874106407165527	0.375	0.0015
4	93	528	2.8733408451080322	0.0	0.0015
4	94	529	3.845127820968628	0.125	0.0015
4	95	530	2.720000743865967	0.375	0.0015
4	96	531	2.3066928386688232	0.375	0.0015
4	97	532	2.6777448654174805	0.25	0.0015
4	98	533	2.5403082370758057	0.25	0.0015
4	99	534	2.494469404220581	0.25	0.0015
4	100	535	2.5170750617980957	0.25	0.0015
4	101	536	2.5078766345977783	0.5	0.0015
4	102	537	3.7070651054382324	0.125	0.0015
4	103	538	1.980404257774353	0.625	0.0015
4	104	539	2.764147996902466	0.125	0.0015
4	105	540	2.873141288757324	0.0	0.0015
4	106	541	3.1748924255371094	0.25	0.0015
4	107	542	2.8713603019714355	0.375	0.0015
4	108	543	2.0820984840393066	0.5	0.0015
4	109	544	2.768192768096924	0.375	0.0015
4	110	545	2.5681207180023193	0.125	0.0015
4	111	546	2.606513738632202	0.125	0.0015
4	112	547	2.5760855674743652	0.375	0.0015
4	113	548	3.3037400245666504	0.375	0.0015
4	114	549	2.4862513542175293	0.25	0.0015
4	115	550	3.9434897899627686	0.25	0.0015
4	116	551	2.22450852394104	0.25	0.0015
4	117	552	2.7834393978118896	0.375	0.0015
4	118	553	2.6593384742736816	0.0	0.0015
4	119	554	3.022772789001465	0.25	0.0015
4	120	555	3.101193904876709	0.25	0.0015
4	121	556	2.807828187942505	0.125	0.0015
4	122	557	3.2386512756347656	0.375	0.0015
4	123	558	2.437560558319092	0.125	0.0015
4	124	559	2.523669481277466	0.5	0.0015
4	125	560	2.4292702674865723	0.5	0.0015
4	126	561	2.4569931030273438	0.625	0.0015
4	127	562	3.8922410011291504	0.0	0.0015
4	128	563	2.390043020248413	0.5	0.0015
4	129	564	3.2867214679718018	0.25	0.0015
4	130	565	2.451115131378174	0.25	0.0015
4	131	566	2.8812966346740723	0.0	0.0015
4	132	567	3.4138023853302	0.0	0.0015
4	133	568	3.4505014419555664	0.125	0.0015
4	134	569	2.021481990814209	0.25	0.0015
4	135	570	3.698500633239746	0.375	0.0015
4	136	571	2.5659854412078857	0.625	0.0015
4	137	572	3.5515058040618896	0.0	0.0015
4	138	573	2.7731873989105225	0.125	0.0015
4	139	574	3.576777458190918	0.125	0.0015
4	140	575	2.818444013595581	0.125	0.0015
4	141	576	2.3701117038726807	0.25	0.0015
4	142	577	3.215564489364624	0.375	0.0015
4	143	578	2.5548834800720215	0.375	0.0015
4	144	579	2.514647960662842	0.25	0.0015
4	145	580	2.357531785964966	0.0	0.0015
5	1	581	2.7037081718444824	0.375	0.002
5	2	582	2.736485242843628	0.125	0.002
5	3	583	2.9160938262939453	0.25	0.002
5	4	584	2.541201114654541	0.125	0.002
5	5	585	2.661313772201538	0.25	0.002
5	6	586	2.9832186698913574	0.25	0.002
5	7	587	2.2325406074523926	0.125	0.002
5	8	588	3.060624599456787	0.25	0.002
5	9	589	2.43096923828125	0.5	0.002
5	10	590	2.3869071006774902	0.5	0.002
5	11	591	2.8449900150299072	0.375	0.002
5	12	592	2.9649226665496826	0.375	0.002
5	13	593	2.343508720397949	0.75	0.002
5	14	594	2.898609161376953	0.25	0.002
5	15	595	3.120779514312744	0.375	0.002
5	16	596	2.494633197784424	0.125	0.002
5	17	597	2.759263515472412	0.25	0.002
5	18	598	2.5978622436523438	0.375	0.002
5	19	599	3.4376418590545654	0.375	0.002
5	20	600	2.5593981742858887	0.25	0.002
5	21	601	2.108027458190918	0.25	0.002
5	22	602	2.82069730758667	0.125	0.002
5	23	603	2.57616925239563	0.25	0.002
5	24	604	2.5705363750457764	0.5	0.002
5	25	605	2.7773118019104004	0.375	0.002
5	26	606	2.5599889755249023	0.25	0.002
