epoch	loss	acc	lr
67	1.4587575514014164	0.8412424503882657	0.009041666666666667
68	1.467277179204564	0.8334771354616048	0.009020833333333334
69	1.4699865804858203	0.8446937014667817	0.009000000000000001
70	1.4428639381069681	0.8533218291630716	0.008979166666666667
71	1.4587580793576573	0.8584987057808455	0.008958333333333334
72	1.394950199682616	0.8679896462467644	0.008937500000000001
73	1.4238596847079972	0.8705780845556514	0.008916666666666668
74	1.3776665343818633	0.8964624676445211	0.008895833333333334
75	1.3386762012583722	0.913718723037101	0.008875
76	1.3797099172709006	0.8852459016393442	0.008854166666666666
77	1.4009946927209678	0.8817946505608283	0.008833333333333334
78	1.4245089501322499	0.8602243313201036	0.0088125
79	1.3721660382794965	0.8843830888697153	0.008791666666666666
80	1.3352250592064714	0.9223468507333908	0.008770833333333334
81	1.2944922628229913	0.9404659188955996	0.00875
82	1.2954490215640524	0.9309749784296808	0.008729166666666666
83	1.3120771962265396	0.9283865401207938	0.008708333333333334
84	1.327462332839077	0.910267471958585	0.0086875
85	1.2882466389250407	0.9266609145815358	0.008666666666666668
86	1.3429856912343023	0.8930112165660051	0.008645833333333333
87	1.3146085744278506	0.9275237273511648	0.008625
88	1.3262720741620857	0.909404659188956	0.008604166666666668
89	1.3159644784754572	0.911993097497843	0.008583333333333333
90	1.267387592967365	0.9240724762726489	0.008562499999999999
91	1.231280196834166	0.9525452976704055	0.008541666666666666
92	1.2369664266666942	0.9603106125970664	0.008520833333333333
93	1.2122433645340571	0.9663503019844694	0.0085
94	1.238721868002384	0.9542709232096636	0.008479166666666666
95	1.200020513419348	0.9723899913718723	0.008458333333333333
96	1.2225029174370228	0.9568593615185504	0.0084375
97	1.244722618945618	0.9465056082830026	0.008416666666666668
98	1.2253796800238188	0.9585849870578085	0.008395833333333333
99	1.261666202565737	0.9378774805867127	0.008375
100	1.2374697704578494	0.9525452976704055	0.008354166666666668
101	1.2766533850389272	0.9352890422778257	0.008333333333333333
102	1.2358435422207796	0.9603106125970664	0.0083125
103	1.2003742245582798	0.9680759275237274	0.008291666666666668
104	1.2360456897021368	0.9577221742881795	0.008270833333333333
105	1.251629069511802	0.9378774805867127	0.00825
106	1.2697996643723035	0.9370146678170836	0.008229166666666666
107	1.2160959852677773	0.9594477998274374	0.008208333333333333
108	1.1809068312924724	0.9715271786022434	0.0081875
109	1.1927459033220569	0.9680759275237274	0.008166666666666666
110	1.2513447354022957	0.9430543572044866	0.008145833333333333
111	1.2274678234811278	0.9508196721311475	0.008125
112	1.209552421973017	0.9680759275237274	0.008104166666666668
113	1.218170606442008	0.9611734253666955	0.008083333333333333
114	1.203407321745615	0.9663503019844694	0.0080625
115	1.1839805464995534	0.9680759275237274	0.008041666666666667
116	1.3562447039396008	0.909404659188956	0.008020833333333335
117	1.359523718371486	0.8800690250215704	0.008
118	1.2752738653122093	0.9370146678170836	0.007979166666666667
119	1.2260314088324413	0.9404659188955996	0.007958333333333333
120	1.1922000124086276	0.9706643658326143	0.0079375
121	1.1598028189360428	0.9853321829163072	0.007916666666666666
122	1.1602563211072408	0.9792924935289042	0.007895833333333333
123	1.1597330828387744	0.9723899913718723	0.007875
124	1.1794202235158504	0.9792924935289042	0.007854166666666667
125	1.202022261718309	0.9663503019844694	0.007833333333333333
126	1.2052903728715503	0.9559965487489215	0.0078125
127	1.2148200157287308	0.9680759275237274	0.007791666666666667
128	1.2761439720652452	0.9439171699741156	0.007770833333333334
129	1.2299837323485827	0.9439171699741156	0.007750000000000001
130	1.1544431419183305	0.9784296807592753	0.007729166666666667
131	1.144499795821538	0.9922346850733391	0.0077083333333333335
132	1.1996848394996242	0.9680759275237274	0.007687500000000001
133	1.2051772411986608	0.9663503019844694	0.007666666666666667
134	1.2649898456025472	0.9335634167385677	0.007645833333333333
135	1.2193609983166094	0.9473684210526315	0.007625
136	1.1852875645557697	0.9749784296807593	0.007604166666666666
137	1.1807613674168755	0.9689387402933564	0.007583333333333333
138	1.1702498979255802	0.9732528041415013	0.0075625
139	1.2440718288972936	0.9439171699741156	0.007541666666666667
140	1.3505112316404775	0.8955996548748921	0.007520833333333333
141	1.2944402369679409	0.9163071613459879	0.0075
142	1.2337337175867906	0.9456427955133736	0.007479166666666667
143	1.2817865145731013	0.9275237273511648	0.007458333333333333
144	1.167022105534597	0.9810181190681622	0.0074375000000000005
145	1.1460764751648265	0.9905090595340811	0.007416666666666667
146	1.1800645026181462	0.9784296807592753	0.007395833333333334
147	1.2645312814078935	0.9465056082830026	0.0073750000000000005
148	1.1755835022054117	0.9836065573770492	0.007354166666666668
149	1.1757468941707463	0.9767040552200172	0.007333333333333333
150	1.1591273445934958	0.9732528041415013	0.0073124999999999996
151	1.1476189216937969	0.9870578084555651	0.007291666666666667
152	1.1939463438506368	0.9654874892148404	0.007270833333333333
153	1.1666659728734015	0.9732528041415013	0.0072499999999999995
154	1.1928792481179686	0.9654874892148404	0.007229166666666667
155	1.1891332845218847	0.9680759275237274	0.007208333333333333
156	1.1703175166436985	0.9715271786022434	0.0071875
157	1.162156313323481	0.9741156169111302	0.007166666666666667
158	1.1716476799703242	0.9758412424503883	0.007145833333333334
159	1.1673585615145738	0.9767040552200172	0.007125
160	1.1803445593872597	0.9792924935289042	0.0071041666666666675
161	1.1571588661775598	0.9741156169111302	0.007083333333333334
162	1.2067428609232536	0.9611734253666955	0.0070625
163	1.2474909417067652	0.9370146678170836	0.007041666666666667
164	1.220336860063469	0.9499568593615185	0.007020833333333333
165	1.1913381828327854	0.9646246764452114	0.006999999999999999
166	1.1575266756406624	0.9775668679896462	0.0069791666666666665
167	1.3051977556671326	0.917169974115617	0.006958333333333333
168	1.3386755571785005	0.903364969801553	0.0069375
169	1.216813497136028	0.9585849870578085	0.0069166666666666664
170	1.1703599759275487	0.9706643658326143	0.006895833333333334
171	1.1768733328843137	0.9749784296807593	0.006875
172	1.1297528056670512	0.9827437446074202	0.006854166666666667
173	1.1637091273578515	0.9732528041415013	0.006833333333333334
174	1.168614792659223	0.9775668679896462	0.0068125
175	1.1343189930483841	0.9827437446074202	0.006791666666666667
176	1.1814175888420282	0.9723899913718723	0.0067708333333333336
177	1.1827603700965308	0.9603106125970664	0.006750000000000001
178	1.166263534448803	0.9741156169111302	0.006729166666666667
179	1.2056087198907492	0.9559965487489215	0.006708333333333333
180	1.2591588814470458	0.9396031061259706	0.0066875
181	1.180667845980683	0.9654874892148404	0.006666666666666666
182	1.132212977763185	0.9853321829163072	0.0066458333333333335
183	1.1179545370024582	0.994823123382226	0.006625
184	1.2029799067634668	0.9637618636755824	0.006604166666666667
185	1.316817310578459	0.911993097497843	0.006583333333333333
186	1.457560925158681	0.8515962036238136	0.0065625
187	1.2638416907414987	0.9490940465918896	0.006541666666666667
188	1.1650218116095397	0.9810181190681622	0.006520833333333333
189	1.1336753299464637	0.994823123382226	0.006500000000000001
190	1.150484914508125	0.9827437446074202	0.006479166666666667
191	1.144079973206014	0.9853321829163072	0.006458333333333334
192	1.1538332681186865	0.9836065573770492	0.0064375000000000005
193	1.1262106645508405	0.9870578084555651	0.006416666666666668
194	1.1541649651383408	0.9767040552200172	0.006395833333333333
195	1.193272800256303	0.9698015530629853	0.006375
196	1.1585686883605484	0.9836065573770492	0.006354166666666667
197	1.1368522027939738	0.9810181190681622	0.006333333333333333
198	1.2058715112668055	0.9706643658326143	0.0063124999999999995
199	1.1223585489394852	0.9905090595340811	0.006291666666666667
200	1.1435588653793203	0.9827437446074202	0.006270833333333333
201	1.1301536555944383	0.9930974978429681	0.00625
202	1.150042659409402	0.9836065573770492	0.006229166666666667
203	1.1418563670079394	0.9844693701466781	0.006208333333333334
204	1.1246067882098445	0.9905090595340811	0.0061875
205	1.2011928220984234	0.9585849870578085	0.0061666666666666675
206	1.1835265191492075	0.9585849870578085	0.006145833333333334
207	1.143473418855379	0.9836065573770492	0.006125
208	1.1037069640352974	0.9922346850733391	0.0061041666666666675
209	1.1757070232404523	0.9620362381363244	0.006083333333333333
210	1.1674014629219194	0.9706643658326143	0.006062499999999999
211	1.1436675737601503	0.9896462467644521	0.0060416666666666665
212	1.183442096806889	0.9637618636755824	0.006020833333333333
213	1.158664256462874	0.9818809318377912	0.006
214	1.1286153410713256	0.9870578084555651	0.0059791666666666665
215	1.111615760044562	0.9930974978429681	0.005958333333333334
216	1.153827291094506	0.9861949956859362	0.0059375
217	1.1425132379128669	0.9861949956859362	0.005916666666666667
218	1.1063118824884746	0.994823123382226	0.005895833333333334
219	1.0968114711582095	0.999137187230371	0.005875
220	1.1117551217725095	0.9887834339948232	0.005854166666666667
221	1.1545719793894047	0.9723899913718723	0.005833333333333334
222	1.2537905802697946	0.9283865401207938	0.005812500000000001
223	1.3533088169394123	0.8886971527178602	0.005791666666666667
224	1.1842245050706772	0.9654874892148404	0.005770833333333333
225	1.146344686809339	0.9844693701466781	0.00575
226	1.1433546994656092	0.9905090595340811	0.005729166666666666
227	1.1018259418329563	0.994823123382226	0.0057083333333333335
228	1.1774356568857347	0.9758412424503883	0.0056875
229	1.1278049356470445	0.9861949956859362	0.005666666666666666
230	1.156963343863039	0.9741156169111302	0.005645833333333333
231	1.1587164071842553	0.9672131147540983	0.005625
232	1.201130971299666	0.9534081104400345	0.005604166666666667
233	1.128161133621354	0.993960310612597	0.005583333333333333
234	1.132712737355796	0.9818809318377912	0.005562500000000001
235	1.122009950634526	0.99137187230371	0.005541666666666667
236	1.1384831851057393	0.9749784296807593	0.005520833333333334
237	1.1739260033865855	0.9689387402933564	0.0055000000000000005
238	1.1949807078391956	0.9680759275237274	0.005479166666666667
239	1.159653866774466	0.9818809318377912	0.005458333333333333
240	1.136450015747722	0.9827437446074202	0.0054375
241	1.135983209758097	0.9836065573770492	0.005416666666666666
242	1.1181914995619713	0.993960310612597	0.005395833333333333
243	1.1410145912836913	0.9887834339948232	0.005375
244	1.1484845488929254	0.9827437446074202	0.005354166666666667
245	1.1350510153305542	0.9810181190681622	0.005333333333333333
246	1.1589638093507322	0.9792924935289042	0.0053125
247	1.1388094015837333	0.9896462467644521	0.005291666666666667
248	1.246638830207976	0.9378774805867127	0.005270833333333334
249	1.1471889590887905	0.9801553062985332	0.00525
250	1.2146924247095767	0.9516824849007766	0.005229166666666667
251	1.163653561326324	0.9620362381363244	0.005208333333333334
252	1.2790826839861733	0.911130284728214	0.0051875
253	1.1559364412034556	0.9784296807592753	0.0051666666666666675
254	1.1187917486771723	0.998274374460742	0.005145833333333333
255	1.091448674950752	0.998274374460742	0.005124999999999999
